competencia;codigo_terminologia;terminologia;codigo_termo;termo;inicio_vigencia;fim_vigencia;fim_implantacao;tipo_acao
Janeiro/2026;19;Terminologia de OPME;104669489;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90010-PLACA DE RECONSTRUÇÃO ORBITAL / PAREDE MEDIAL DIREITA SISTEMA 1.5  PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669608;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90011-PLACA DE RECONSTRUÇÃO ORBITAL / PAREDE MEDIAL ESQUERDA SISTEMA 1.5 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669497;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90012-PLACA DE RECONSTRUÇÃO SUPRA-ORBITAL DIREITA SISTEMA 1.5 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669616;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90013-PLACA DE RECONSTRUÇÃO SUPRA-ORBITAL ESQUERDA SISTEMA 1.5 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669500;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90014-PLACA DE RECONSTRUÇÃO MAXILAR DIREITA SISTEMA 1.5 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669624;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90015-PLACA DE RECONSTRUÇÃO MAXILAR ESQUERDA SISTEMA 1.5 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669519;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90016-PLACA DE RECONSTRUÇÃO ZIGOMÁTICA DIREITA SISTEMA 1.5 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669632;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90017-PLACA DE RECONSTRUÇÃO ZIGOMÁTICA ESQUERDA SISTEMA 1.5 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669373;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90018-PLACA PARA CRANIOTOMIA DIREITA - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669640;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90019-PLACA PARA CRANIOTOMIA ESQUERDA - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669381;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90020-PLACA PARA MENTOPLASTIA SISTEMA 1.5 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669659;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90021-PLACA ORTOGNÁTICA SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669390;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90022-PLACA DE RECONSTRUÇÃO MANDIBULAR SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669667;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90023-PLACA DE RECONSTRUÇÃO ORBITAL / PAREDE LATERAL DIREITA SISTEMA 2.0  PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669403;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90024-PLACA DE RECONSTRUÇÃO ORBITAL / PAREDE LATERAL ESQUERDA SISTEMA 2.0 PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669675;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90025-PLACA DE RECONSTRUÇÃO ORBITAL / ASSOALHO DIREITO SISTEMA 2.0  PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669411;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90026-PLACA DE RECONSTRUÇÃO ORBITAL-ASSOALHO ESQUERDO SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669683;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90027-PLACA DE RECONSTRUÇÃO ORBITAL / PAREDE MEDIAL DIREITA SISTEMA 2.0  PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669420;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90028-PLACA DE RECONSTRUÇÃO ORBITAL / PAREDE MEDIAL ESQUERDA SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669691;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90029-PLACA DE RECONSTRUÇÃO SUPRA-ORBITAL DIREITA SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669438;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90030-PLACA DE RECONSTRUÇÃO SUPRA-ORBITAL ESQUERDA SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669705;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90031-PLACA DE RECONSTRUÇÃO MAXILAR DIREITA SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669446;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90032-PLACA DE RECONSTRUÇÃO MAXILAR ESQUERDA SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669713;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90033-PLACA DE RECONSTRUÇÃO ZIGOMÁTICA DIREITA SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669454;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90034-PLACA DE RECONSTRUÇÃO ZIGOMÁTICA ESQUERDA SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669721;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90035-PLACA PARA MENTOPLASTIA SISTEMA 2.0 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669730;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90036-PLACA ORTOGNÁTICA SISTEMA 2.4 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669462;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90037-PLACA DE RECONSTRUÇÃO MANDIBULAR SISTEMA 2.4 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104669748;FAMÍLIA DE PLACAS PARA FIXAÇÃO CRÂNIO-MAXILO-FACIAL PACIENTE ESPECÍFICO - 30.052.90038-PLACA PARA MENTOPLASTIA SISTEMA 2.4 - PE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104816872;FAMÍLIA G-BLOCK;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104812516;Família Retroauricular Beltone Boost Max S;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104812508;Família Retroauricular Interton Spark;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104812524;Família Retroauricular ReSound Enzo IA;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;20;Terminologia de Medicamentos;90619854;FENAFLAN D;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104815000;Filtro para Concentrador de Oxigênio - Gaslive;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104813717;FIO GUIA URETERAL DESCARTÁVEL VICARE;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104815752;Fio guia Vascular Periférico;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104661410;Fios de Sutura de Nylon (Poliamida) Uniqmed;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104816325;FITA DE SILICONE - ALEXER;2026-02-01;;2026-04-30;Incluído
