competencia;codigo_terminologia;terminologia;codigo_termo;termo;inicio_vigencia;fim_vigencia;fim_implantacao;tipo_acao
Janeiro/2026;19;Terminologia de OPME;104795344;MONOPREV - NP1069;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795891;MONOPREV - NP1070;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795999;MONOPREV - NP1071;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795905;MONOPREV - NP1072;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795980;MONOPREV - NP1073;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795573;MONOPREV - NP1074;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795352;MONOPREV - NP1075;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795174;MONOPREV - NP1076;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795735;MONOPREV - NP1077;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795395;MONOPREV - NP1078;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795190;MONOPREV - NP1079;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795239;MONOPREV - NP1080;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795280;MONOPREV - NP1081;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795301;MONOPREV - NP1082;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795328;MONOPREV - NP1083;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795379;MONOPREV - NP1084;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795387;MONOPREV - NP1085;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795425;MONOPREV - NP1086;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795441;MONOPREV - NP1087;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795450;MONOPREV - NP1088;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795468;MONOPREV - NP1089;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795492;MONOPREV - NP1090;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795506;MONOPREV - NP1091;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795514;MONOPREV - NP1092;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795581;MONOPREV - NP1093;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795603;MONOPREV - NP1094;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795620;MONOPREV - NP1095;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795646;MONOPREV - NP1096;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795654;MONOPREV - NP1097;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795662;MONOPREV - NP1098;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795697;MONOPREV - NP1099;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795700;MONOPREV - NP1100;2026-02-01;;2026-04-30;Incluído
Janeiro/2026;19;Terminologia de OPME;104795727;MONOPREV - NP1101;2026-02-01;;2026-04-30;Incluído
